date,R_t-estimate,school_closing,cancel_public_events,restrictions_on_gatherings,internationaltravel,temperature,windspeed,full_vaccination,visible,new_deaths
2020/9/26,0.91,3,2,4,4,83.8,4.6,0,1.9,1124
2020/9/27,0.89,3,2,4,4,84.2,2.6,0,2.2,1039
2020/9/28,0.91,3,2,4,4,86.1,4.8,0,2.2,776
2020/9/29,0.96,3,2,4,4,85.5,5.3,0,2.1,1179
2020/9/30,0.98,3,2,4,4,84,4.5,0,2,1181
2020/10/1,0.97,2,2,4,4,85.2,3.9,0,1.8,1095
2020/10/2,0.87,2,2,4,4,84.6,3.5,0,2.4,1069
2020/10/3,0.78,2,2,4,4,82.8,3.4,0,1.8,940
2020/10/4,0.78,2,2,4,4,81.7,2.6,0,1.8,903
2020/10/5,0.85,2,2,4,4,82.2,3.4,0,2.1,884
2020/10/6,0.95,2,2,4,4,82.1,3.7,0,1.8,986
2020/10/7,1.03,2,2,4,4,83,3.8,0,2.1,971
2020/10/8,1.02,2,2,4,4,82.7,3.1,0,1.7,964
2020/10/9,0.93,2,2,4,4,82,2.5,0,1.9,926
2020/10/10,0.81,2,2,4,4,82.1,3.4,0,1.7,918
2020/10/11,0.76,2,2,4,4,81,2.6,0,1.9,816
2020/10/12,0.8,2,2,4,4,80.9,1.7,0,1.6,706
2020/10/13,0.86,2,2,4,4,83,2.3,0,1.3,730
2020/10/14,0.92,2,2,4,4,84.4,1.6,0,1.3,680
2020/10/15,0.93,1,2,2,4,82.3,1.7,0,1.6,895
2020/10/16,0.86,1,2,2,4,79.6,1.8,0,1.6,837
2020/10/17,0.75,1,2,2,4,78.3,1.7,0,1.5,1033
2020/10/18,0.71,1,2,2,4,78.7,2.6,0,1.5,579
2020/10/19,0.77,1,2,2,4,78.2,4,0,1.7,587
2020/10/20,0.86,1,2,2,4,76.6,1.7,0,1.6,717
2020/10/21,0.92,1,2,2,4,78.3,1.4,0,1.8,702
2020/10/22,0.92,1,2,2,4,76.9,1.1,0,1.3,690
2020/10/23,0.81,1,2,2,4,77,1,0,1.5,650
2020/10/24,0.68,1,2,2,4,74.7,2.3,0,1.5,578
2020/10/25,0.68,1,2,2,4,74.8,1.1,0,1.1,480
2020/10/26,0.78,1,2,2,4,76.1,2.9,0,1.3,488
2020/10/27,0.95,1,2,2,3,73.5,2.8,0,1.4,508
2020/10/28,1.09,1,2,2,3,71.9,1.3,0,1.2,517
2020/10/29,1.12,1,2,2,3,70.9,0.7,0,0.9,563
2020/10/30,1.03,1,2,2,3,72.9,3.1,0,1,551
2020/10/31,0.92,1,2,2,3,70.8,3.7,0,1.1,470
2020/11/1,0.89,1,2,2,3,70.8,2.7,0,1.4,496
2020/11/2,0.95,1,2,2,3,66.8,1.9,0,1.4,490
2020/11/3,1.07,1,2,2,3,69.9,1.8,0,1.3,514
2020/11/4,1.12,1,2,2,3,67,1.9,0,0.7,704
2020/11/5,1.1,1,2,2,3,68.3,1.4,0,0.8,670
2020/11/6,1,1,2,2,3,68.1,1.2,0,0.8,577
2020/11/7,0.87,1,2,2,3,68.8,1.9,0,0.7,559
2020/11/8,0.84,1,2,2,3,67.7,0.4,0,0.5,490
2020/11/9,0.89,1,2,2,3,65.5,1.3,0,0.5,448
2020/11/10,0.95,1,2,2,3,66.3,1.2,0,0.7,512
2020/11/11,1,1,2,2,3,67.1,1.5,0,1.2,550
2020/11/12,0.89,1,2,2,3,69,0.5,0,1.1,547
2020/11/13,0.74,1,2,2,3,67.4,1.4,0,1.2,520
2020/11/14,0.61,1,2,2,3,66.3,1.5,0,0.6,447
2020/11/15,0.66,1,2,2,3,69.6,6.4,0,1,435
2020/11/16,0.9,1,2,2,3,68.2,3.6,0,1.5,449
2020/11/17,1.18,1,2,2,3,66.3,3.1,0,1.6,474
2020/11/18,1.36,1,2,2,3,63.5,1.5,0,1.3,585
2020/11/19,1.39,1,2,2,3,63,1.6,0,1.3,584
2020/11/20,1.21,1,2,2,3,62.8,4.5,0,1.2,564
2020/11/21,1.03,3,2,4,3,60.8,3.9,0,1.4,501
2020/11/22,0.93,3,2,4,3,59.8,2.4,0,1.4,511
2020/11/23,0.92,3,2,4,3,59.5,0.6,0,1.2,480
2020/11/24,0.94,3,2,4,3,62.8,1.3,0,1,481
2020/11/25,0.97,3,2,4,3,64.7,3.4,0,0.8,524
2020/11/26,0.95,3,2,4,3,66.4,4.3,0,1.8,492
2020/11/27,0.86,3,2,4,3,62.7,4.5,0,1.6,485
2020/11/28,0.76,3,2,4,3,63.4,3.7,0,1.5,496
2020/11/29,0.71,3,2,4,3,61,1.6,0,1.6,443
2020/11/30,0.74,3,2,4,3,61.1,1.8,0,1.1,482
2020/12/1,0.83,3,2,4,3,62.4,1.1,0,1,501
2020/12/2,0.92,3,2,4,3,64.4,2.2,0,1.2,526
2020/12/3,0.97,3,2,4,3,63,1.3,0,1.2,540
2020/12/4,0.92,3,2,4,3,64.6,3.5,0,0.9,512
2020/12/5,0.82,3,2,4,3,66.1,5.1,0,0.8,482
2020/12/6,0.76,3,2,4,3,67.1,2.7,0,0.9,391
2020/12/7,0.74,3,2,4,3,63.1,2.5,0,0.5,385
2020/12/8,0.79,3,2,4,3,64.1,1.1,0,0.9,402
2020/12/9,0.87,3,2,4,3,65.9,1,0,1.2,412
2020/12/10,0.9,3,2,4,3,66.8,1.7,0,1.2,413
2020/12/11,0.86,3,2,4,3,65,3,0,1,443
2020/12/12,0.77,3,2,4,3,62.3,3.5,0,0.5,391
2020/12/13,0.71,3,2,4,3,57.4,4.9,0,1.2,336
2020/12/14,0.69,3,2,4,3,55.8,4.1,0,1.5,354
2020/12/15,0.74,3,2,4,3,53.4,3.6,0,1.1,387
2020/12/16,0.84,3,2,4,3,51,5.3,0,0.7,355
2020/12/17,0.94,3,2,4,3,47.8,6.5,0,1.1,338
2020/12/18,0.96,3,2,4,3,52.6,4.5,0,1.6,347
2020/12/19,0.93,3,2,4,3,53.8,4.1,0,1.4,341
2020/12/20,0.92,3,2,4,3,55.5,2.8,0,1.1,333
2020/12/21,0.92,3,2,4,3,56.4,1.8,0,1,301
2020/12/22,0.92,3,2,4,3,55.9,0.9,0,0.8,333
2020/12/23,0.88,3,2,4,3,56.6,1.3,0,0.6,312
2020/12/24,0.86,3,2,4,3,55.5,1.5,0,0.6,336
2020/12/25,0.78,3,2,4,3,55.3,2,0,0.9,251
2020/12/26,0.71,3,2,4,3,55.4,1.6,0,0.9,279
2020/12/27,0.74,3,2,4,3,59.2,4.9,0,1,279
2020/12/28,0.85,3,2,4,3,54.3,3.7,0,1.4,252
2020/12/29,1.27,3,2,4,3,50.1,5.1,0,1.1,286
2020/12/30,1.09,3,2,4,3,49.9,3.9,0,0.5,299
2020/12/31,0.97,3,2,4,3,48.6,2.4,0,0.4,256
2021/1/1,0.74,3,2,4,3,51.6,0.5,0,0.5,480
2021/1/2,0.5,3,2,4,3,57.9,0.8,0,0.8,-39
2021/1/3,0.53,3,2,4,3,57.4,0.5,0,0.5,214
2021/1/4,0.78,3,2,4,3,62.2,0.6,0,0.6,201
2021/1/5,0.59,3,2,4,3,62.5,1.1,0,1.1,264
2021/1/6,1.31,3,2,4,3,61.5,0.4,0,0.4,222
2021/1/7,1.15,3,2,4,3,59.9,0.6,0,0.6,234
2021/1/8,1.1,3,2,4,3,56.1,0.8,0,0.8,0
2021/1/9,1.09,3,2,4,3,58,0.6,0,0.6,429
2021/1/10,1,3,2,4,3,50.4,0.9,0,0.9,161
2021/1/11,0.88,3,2,4,3,52.1,0.9,0,0.9,167
2021/1/12,0.93,3,2,4,3,51,0.7,0,0.7,202
2021/1/13,0.62,3,2,4,3,49.9,0.6,0,0.6,198
2021/1/14,0.81,3,2,4,3,53.3,0.4,0,0.4,191
2021/1/15,0.81,3,2,4,3,54.9,0.3,0,0.3,175
2021/1/16,0.73,3,2,4,3,50.1,0.3,0.01,0.3,181
2021/1/17,0.72,3,2,4,3,51.5,0.5,0.02,0.5,145
2021/1/18,0.81,3,2,4,3,54.5,0.4,0.03,0.4,137
2021/1/19,0.94,3,2,4,3,56.4,0.5,0.05,0.5,162
2021/1/20,1.06,3,2,4,3,53,0.6,0.06,0.6,151
2021/1/21,1.1,3,2,4,3,54.8,1,0.07,1,163
2021/1/22,1.01,3,2,4,3,53.2,0.5,0.1,0.5,152
2021/1/23,0.86,3,2,4,3,56.5,0.7,0.11,0.7,155
2021/1/24,0.73,3,2,4,3,53.6,0.5,0.12,0.5,131
2021/1/25,0.85,3,2,4,3,53.8,0.7,0.15,0.7,117
2021/1/26,0.98,3,2,4,3,55.1,1.1,0.15,1.1,137
2021/1/27,1.12,3,2,4,3,55.5,1.1,0.17,1.1,123
2021/1/28,1.14,3,2,4,3,54.4,0.8,0.21,0.8,163
2021/1/29,1.01,3,2,4,3,54.4,1.1,0.25,1.1,137
2021/1/30,0.79,3,2,4,3,54.1,1.3,0.27,1.3,127
2021/1/31,0.69,3,2,4,3,56.7,1.3,0.27,1.3,118
2021/2/1,0.65,3,2,4,3,63,1.2,0.28,1.2,94
2021/2/2,0.84,3,2,4,3,63.8,0.8,0.3,0.8,110
2021/2/3,0.99,3,2,4,3,64.8,1.2,0.32,1.2,107
2021/2/4,1.08,3,2,4,3,60.1,0.9,0.36,0.9,120
2021/2/5,1.04,3,2,4,3,57.9,1,0.39,1,95
2021/2/6,0.94,3,2,4,3,58.8,1.1,0.41,1.1,78
2021/2/7,0.89,3,2,4,3,58.8,1,0.42,1,84
2021/2/8,0.86,3,2,4,3,60.2,1,0.45,1,78
2021/2/9,0.93,3,2,4,3,62.2,1.1,0.47,1.1,94
2021/2/10,0.99,3,2,4,3,66.5,1.2,0.5,1.2,108
2021/2/11,1.05,3,2,4,3,65,1.1,0.54,1.1,87
2021/2/12,1.04,3,2,4,3,65.7,1,0.57,1,103
2021/2/13,1,3,2,4,3,68.3,1.2,0.58,1.2,92
2021/2/14,0.98,3,2,4,3,68.9,1.1,0.58,1.1,90
2021/2/15,1.06,3,2,4,3,64.9,1,0.61,1,81
2021/2/16,1.13,3,2,4,3,66.5,1,0.64,1,100
2021/2/17,1.24,3,2,4,3,63.3,0.7,0.66,0.7,101
2021/2/18,1.3,3,2,4,3,60.2,0.7,0.71,0.7,97
2021/2/19,1.24,3,2,4,3,66.6,1.3,0.75,1.3,101
2021/2/20,1.13,3,2,4,3,68.8,1.6,0.78,1.6,90
2021/2/21,1.09,3,2,4,3,71.6,1.7,0.8,1.7,83
2021/2/22,1.12,3,2,4,3,72.4,1.6,0.82,1.6,78
2021/2/23,1.21,3,2,4,3,75.1,2.2,0.85,2.2,104
2021/2/24,1.29,2,2,4,3,75.3,2,0.89,2,138
2021/2/25,1.29,2,2,4,3,73.8,1.9,0.94,1.9,120
2021/2/26,1.18,2,2,4,3,68.3,1.8,0.99,1.8,113
2021/2/27,1.01,2,2,4,3,69.4,2.1,1.02,2.1,113
2021/2/28,0.92,2,2,4,3,69.4,1.8,1.03,1.8,106
2021/3/1,0.94,2,2,4,3,74.4,1.8,1.07,1.8,91
2021/3/2,1.06,2,2,4,3,72.1,1.8,1.12,1.8,98
2021/3/3,1.19,2,2,4,3,72,1.9,1.19,1.9,89
2021/3/4,1.28,2,2,4,3,77,1.9,1.29,1.9,113
2021/3/5,1.24,2,2,4,3,75.9,1.2,1.4,1.2,108
2021/3/6,1.14,2,2,4,3,78.5,1.5,1.5,1.5,100
2021/3/7,1.12,2,2,4,3,77.2,1.7,1.51,1.7,97
2021/3/8,1.19,2,2,4,3,78.3,1.5,1.65,1.5,77
2021/3/9,1.31,2,2,4,3,74.6,1.8,1.75,1.8,133
2021/3/10,1.43,2,2,4,3,74.9,1.5,1.84,1.5,126
2021/3/11,1.48,2,2,4,3,75,1.6,1.88,1.6,117
2021/3/12,1.43,2,2,4,3,76,1.6,2.03,1.6,140
2021/3/13,1.34,2,2,4,3,75.9,1.2,2.13,1.2,161
2021/3/14,1.34,2,2,4,3,78.8,1.4,2.15,1.4,118
2021/3/15,1.46,2,2,4,3,78.8,1.5,2.36,1.5,131
2021/3/16,1.58,2,2,4,3,79.4,1.8,2.52,1.8,188
2021/3/17,1.67,2,2,4,3,77.4,1.7,2.67,1.7,172
2021/3/18,1.67,2,2,4,3,80.2,2,2.82,2,154
2021/3/19,1.54,2,2,4,3,79.8,1.7,3.02,1.7,188
2021/3/20,1.4,2,2,4,3,74.9,1.7,3.2,1.7,197
2021/3/21,1.31,2,2,4,3,76.7,1.7,3.23,1.7,212
2021/3/22,1.33,2,2,4,3,73.3,1.9,3.48,1.9,199
2021/3/23,1.41,2,2,4,3,74.9,1.8,3.65,1.8,275
2021/3/24,1.46,2,2,4,3,79.2,1.8,3.81,1.8,251
2021/3/25,1.49,2,2,4,3,83.5,1.9,3.98,1.9,257
2021/3/26,1.38,2,2,4,3,86.4,2,4.17,2,291
2021/3/27,1.18,2,2,4,3,84.9,1.3,4.33,1.3,312
2021/3/28,1.11,2,2,4,3,80.9,1.9,4.34,1.9,291
2021/3/29,1.14,2,2,4,3,79.5,1.8,4.39,1.8,271
2021/3/30,1.31,2,2,4,3,78.9,1.9,4.53,1.9,354
2021/3/31,1.51,2,2,4,3,79.8,2,4.67,2,459
2021/4/1,1.63,2,2,4,3,82.3,1.8,4.94,1.8,469
2021/4/2,1.63,2,2,4,3,86.9,1.8,5.24,1.8,714
2021/4/3,1.58,2,2,4,3,87.8,1.4,5.45,1.4,513
2021/4/4,1.49,2,2,4,3,84.9,1.8,5.68,1.8,478
2021/4/5,1.48,3,2,4,3,81,1.9,5.96,1.9,446
2021/4/6,1.51,3,2,4,3,83.4,2.2,6.25,2.2,630
2021/4/7,1.53,3,2,4,3,84.7,2,6.47,2,685
2021/4/8,1.53,3,2,4,3,85.6,1.8,6.77,1.8,780
2021/4/9,1.49,3,2,4,3,86.4,1.4,7.04,1.4,794
2021/4/10,1.45,3,2,4,3,87.6,1.7,7.29,1.7,839
2021/4/11,1.43,3,2,4,3,88.5,2,7.5,2,904
2021/4/12,1.46,3,2,4,3,88.1,1.6,7.79,1.6,879
2021/4/13,1.49,3,2,4,3,81.9,1.5,7.98,1.5,1027
2021/4/14,1.55,3,2,4,3,80.3,1.9,8.22,1.9,1038
2021/4/15,1.56,3,2,4,3,83.9,1.9,8.41,1.9,1185
2021/4/16,1.51,3,2,4,3,86.5,1.7,8.61,1.7,1341
2021/4/17,1.45,3,2,4,3,81.1,1.6,8.8,1.6,1501
